,Unnamed: 0,Date,Unix,Ticker,DE Ratio,Price,price_p_value,SP500,sp500_p_value,Difference
910,910,2006-10,1162060315.0,arna,0.045,15.26,102.92553191489364,1382.22,-14.990528672292061,117.91606058718568
906,906,2007-03,1173223071.0,arna,0.09,11.79,56.78191489361701,1391.97,-14.390882924549189,71.1727978181662
904,904,2009-04,1238780458.0,arna,0.0,2.72,-63.82978723404255,842.5,-48.1844571822185,-15.645330051824047
908,908,2012-06,1340635880.0,arna,195.57,9.07,20.611702127659587,1313.72,-19.203424438485573,39.815126566145146
902,902,2012-09,1346681513.0,arna,69.74,9.04,20.212765957446805,1406.58,-13.492336834854493,33.705102792301304
905,905,2013-03,1363672763.0,arna,75.49,7.88,4.787234042553196,1548.34,-4.773795173313004,9.5610292158662
901,901,2013-05,1367897655.0,arna,92.31,7.52,0.0,1625.96,0.0,0.0
921,921,2004-08,1092099883.0,aro,0.0,28.95,-4.139072847682121,1079.04,-1.1813745426831748,-2.957698304998945
923,923,2005-01,1106570343.0,aro,0.0,26.31,-12.880794701986757,1163.75,6.576378425222845,-19.4571731272096
912,912,2005-04,1112673912.0,aro,0.0,32.17,6.523178807947028,1181.39,8.191851950826234,-1.6686731428792054
918,918,2006-02,1139074308.0,aro,0.0,30.13,-0.2317880794701996,1282.46,17.447855875584356,-17.679643955054555
919,919,2006-05,1146940252.0,aro,0.0,28.72,-4.90066225165563,1308.12,19.79780205851987,-24.698464310175506
914,914,2007-01,1169227199.0,aro,0.0,35.76,18.410596026490058,1430.5,31.005378592722906,-12.594782566232846
913,913,2007-02,1171812732.0,aro,0.0,37.71,24.86754966887418,1456.8101,33.41486101936561,-8.54731135049143
920,920,2007-05,1179384919.0,aro,0.0,45.85,51.82119205298014,1512.75,38.537844436310074,13.283347616670055
911,911,2009-12,1260232874.0,aro,0.0,30.2,0.0,1091.9399,0.0,0.0
917,917,2012-11,1353954826.0,aro,0.0,13.77,-54.40397350993378,1406.29,28.78822360095092,-83.19219711088469
922,922,2012-11,1351985268.0,aro,0.0,13.28,-56.02649006622518,1427.59,30.73888040907744,-86.76537047530262
915,915,2013-04,1366676420.0,aro,0.0,13.04,-56.82119205298014,1578.78,44.58488054150232,-101.40607259448244
916,916,2013-05,1368079030.0,aro,0.0,14.85,-50.82781456953642,1626.67,48.97065305517272,-99.79846762470913
934,934,2004-08,1093024682.0,ati,3.925,18.57,-83.64597093791282,1098.35,-27.39381920343745,-56.252151734475355
932,932,2005-03,1110079581.0,ati,1.368,26.05,-77.05856450902687,1210.47,-19.98215171046108,-57.07641279856578
930,930,2006-06,1150435624.0,ati,0.621,64.35,-43.32892998678997,1251.54,-17.267228557263266,-26.0617014295267
924,924,2007-05,1179369900.0,ati,0.321,113.55,0.0,1512.75,0.0,0.0
935,935,2007-06,1182186823.0,ati,0.321,109.12,-3.901365037428439,1531.05,1.2097174020822974,-5.111082439510737
937,937,2007-10,1193183880.0,ati,0.287,93.62,-17.551739321884625,1515.88,0.20690794909932966,-17.758647270983953
926,926,2008-01,1201443667.0,ati,0.23800000000000002,66.0,-41.875825627476885,1352.0699,-10.621722029416627,-31.25410359806025
927,927,2008-01,1201114236.0,ati,0.255,66.87,-41.10964332892998,1338.6,-11.51214675260288,-29.597496576327096
929,929,2008-12,1230747531.0,ati,0.218,25.53,-77.51651254953764,903.25,-40.29086101470831,-37.22565153482933
938,938,2009-05,1241131569.0,ati,0.0,32.73,-71.17569352708057,877.52,-41.99173690299124,-29.183956624089326
925,925,2011-11,1320699538.0,ati,57.31,49.62,-56.30118890356671,1275.92,-15.655594116674926,-40.64559478689178
936,936,2011-12,1325108305.0,ati,57.31,47.36,-58.29150154117129,1263.02,-16.50834572797885,-41.78315581319244
931,931,2012-02,1330449836.0,ati,58.58,43.83,-61.4002642007926,1372.1801,-9.29234176169228,-52.10792243910032
933,933,2012-09,1347977650.0,ati,56.12,34.01,-70.0484368119771,1459.3199,-3.5319847959015065,-66.51645201607559
928,928,2013-05,1368556819.0,ati,56.96,29.09,-74.38132981065608,1650.34,9.095356139481073,-83.47668595013718
956,956,2003-10,1065196557.0,atvi,0.0,12.61,-9.149855907780989,1029.85,-21.46223537307059,12.312379465289602
940,940,2004-01,1074270203.0,atvi,0.0,18.67,34.51008645533142,1139.83,-13.075010676590814,47.585097131922225
951,951,2004-01,1073254920.0,atvi,0.0,18.79,35.374639769452436,1122.22,-14.417973278018419,49.79261304747086
963,963,2004-06,1087899186.0,atvi,0.0,14.79,6.556195965417856,1134.41,-13.48834726374229,20.044543229160144
943,943,2004-08,1093619694.0,atvi,0.0,14.48,4.322766570605185,1107.77,-15.51994997254591,19.842716543151095
949,949,2004-09,1096095003.0,atvi,0.0,13.35,-3.8184438040345903,1113.5601,-15.078389054969193,11.259945250934605
948,948,2004-10,1097656881.0,atvi,0.0,12.75,-8.141210374639773,1113.65,-15.071533158440596,6.930322783800824
953,953,2004-10,1097700307.0,atvi,0.0,12.7,-8.501440922190213,1103.29,-15.8616008785309,7.360159956340687
955,955,2005-02,1108859493.0,atvi,0.0,21.53,55.11527377521613,1200.75,-8.429168446098469,63.544442221314604
950,950,2005-04,1113912887.0,atvi,0.0,15.38,10.806916426512966,1152.78,-12.087426026477944,22.89434245299091
944,944,2006-02,1140174067.0,atvi,0.0,12.27,-11.599423631123926,1287.24,-1.8333231651516049,-9.766100465972322
939,939,2006-04,1145600702.0,atvi,0.0,13.88,0.0,1311.28,0.0,0.0
960,960,2006-12,1166363780.0,atvi,0.0,17.5,26.080691642651292,1425.49,8.709810261729,17.370881380922288
945,945,2007-01,1169041227.0,atvi,0.0,18.63,34.22190201729105,1430.62,9.101031053626985,25.120870963664068
954,954,2007-02,1172082669.0,atvi,0.0,17.47,25.86455331412102,1457.63,11.160850466719554,14.703702847401473
964,964,2007-04,1175801249.0,atvi,0.0,19.18,38.18443804034581,1443.76,10.103105362699042,28.08133267764677
965,965,2007-06,1182047290.0,atvi,0.0,19.13,37.824207492795374,1522.97,16.143767921420295,21.68043957137508
958,958,2007-10,1192544570.0,atvi,0.0,22.55,62.46397694524495,1538.53,17.330394728814593,45.13358221643036
952,952,2008-12,1229543549.0,atvi,0.0,9.72,-29.971181556195965,885.28,-32.48734061375145,2.516159057555484
962,962,2009-01,1232987539.0,atvi,0.0,9.35,-32.63688760806917,836.57,-36.2020316027088,3.5651439946396266
959,959,2011-09,1315078660.0,atvi,0.0,11.33,-18.37175792507205,1218.89,-7.045787322311014,-11.325970602761036
942,942,2011-11,1320355311.0,atvi,0.0,13.38,-3.6023054755043233,1253.23,-4.426972118845705,0.8246666433413821
957,957,2012-01,1325591215.0,atvi,0.0,12.34,-11.09510086455332,1277.0601,-2.6096562137758563,-8.485444650777463
946,946,2012-03,1331874937.0,atvi,0.0,12.46,-10.230547550432275,1404.17,7.083918003782571,-17.31446555421485
947,947,2013-02,1360145350.0,atvi,0.0,11.85,-14.625360230547555,1512.12,15.316332133487885,-29.94169236403544
961,961,2013-04,1366579787.0,atvi,0.0,14.26,2.7377521613832783,1562.5,19.158379598560188,-16.42062743717691
941,941,2013-05,1369147935.0,atvi,0.0,15.53,11.887608069164257,1669.16,27.29241657006895,-15.404808500904696
966,966,2004-10,1098752855.0,avb,1.06,65.05,0.0,1111.09,0.0,0.0
972,972,2004-12,1103223383.0,avb,1.1,73.25,12.605687932359727,1203.21,8.290957528193049,4.31473040416668
971,971,2005-03,1109722481.0,avb,1.1,69.76,7.240584166026148,1210.08,8.909269276116248,-1.6686851100901017
968,968,2007-01,1168646315.0,avb,1.002,136.57,109.94619523443504,1414.85,27.33891943946935,82.6072757949657
967,967,2007-02,1171812753.0,avb,1.074,145.04,122.96694850115296,1456.8101,31.11540019260366,91.85154830854928
975,975,2008-01,1201115072.0,avb,0.985,95.46,46.74865488086088,1338.6,20.476289049491946,26.272365831368926
973,973,2009-01,1231867819.0,avb,1.067,53.68,-17.478862413528052,871.79,-21.537409210775003,4.058546797246952
974,974,2009-02,1234176609.0,avb,0.0,49.35,-24.135280553420444,869.89,-21.708412459836737,-2.426868093583707
969,969,2013-04,1366604551.0,avb,56.76,133.07,104.56571867794004,1562.5,40.6276719257666,63.938046752173435
970,970,2013-05,1368486152.0,avb,68.3,134.79,107.2098385857033,1650.34,48.53342213502057,58.676416450682716
981,981,2004-07,1089285541.0,avp,2.701,46.34,127.71498771498771,1109.11,-29.00196521505343,156.71695293004117
982,982,2004-09,1095451360.0,avp,1.8419999999999999,43.44,113.46437346437344,1120.37,-28.281172983734173,141.74554644810758
986,986,2004-11,1099316612.0,avp,1.8419999999999999,37.81,85.7985257985258,1130.51,-27.63207589442891,113.43060169295471
991,991,2005-02,1107727141.0,avp,0.966,45.07,121.47420147420145,1201.72,-23.073673159771342,144.5478746339728
990,990,2005-03,1111644374.0,avp,0.966,41.89,105.84766584766581,1171.42,-25.013282805328487,130.8609486529943
983,983,2005-04,1113623145.0,avp,0.966,40.9,100.98280098280097,1173.79,-24.86157076374531,125.84437174654629
980,980,2006-02,1140681713.0,avp,2.076,28.35,39.31203931203931,1287.79,-17.56402952303527,56.87606883507458
979,979,2006-08,1156176073.0,avp,1.74,28.25,38.82063882063881,1297.52,-16.9411779767887,55.761816797427514
985,985,2007-02,1172581234.0,avp,2.26,37.82,85.84766584766584,1399.04,-10.44252546137745,96.29019130904328
977,977,2007-04,1175958452.0,avp,2.26,38.66,89.97542997542996,1439.37,-7.86086021367714,97.83629018910707
989,989,2007-06,1180746313.0,avp,2.7119999999999997,39.21,92.67813267813268,1530.23,-2.044591817791921,94.72272449592458
993,993,2007-06,1180913040.0,avp,2.7119999999999997,39.21,92.67813267813268,1539.1801,-1.4716644155245608,94.14979709365723
988,988,2008-01,1201106767.0,avp,3.593,35.67,75.28255528255528,1338.6,-14.311502589346881,89.59405787190217
987,987,2009-01,1231603057.0,avp,2.275,23.0,13.022113022113011,906.65,-41.96214240447583,54.98425542658884
992,992,2010-02,1265883652.0,avp,0.0,29.32,44.07862407862407,1078.47,-30.963339457293387,75.04196353591746
984,984,2012-01,1327299505.0,avp,176.3,18.58,-8.697788697788713,1316.0,-15.75820813355781,7.060419435769098
978,978,2012-07,1343461080.0,avp,205.19,16.17,-20.54054054054054,1337.89,-14.356952188302165,-6.183588352238374
976,976,2013-04,1364833653.0,avp,259.13,20.35,0.0,1562.17,0.0,0.0
994,994,2013-06,1370234905.0,avp,304.18,23.57,15.823095823095818,1640.42,5.009057913031231,10.814037910064583
998,998,2003-10,1067176237.0,avy,0.9640000000000001,50.82,-14.659949622166245,1033.77,-18.409982399785324,3.750032777619081
997,997,2004-08,1093438944.0,avy,0.914,61.23,2.821158690176322,1104.96,-12.791330907713306,15.612489597889631
1005,1005,2005-01,1106414225.0,avy,0.882,57.69,-3.1234256926952133,1184.63,-6.503397709604339,3.3799720169091274
1004,1004,2005-03,1110140788.0,avy,0.782,60.61,1.7800167926112547,1225.3101,-3.292731821661685,5.07274861427294
996,996,2005-04,1112684491.0,avy,0.782,61.48,3.2409739714525605,1181.39,-6.759113833137327,10.000087804589887
1000,1000,2005-08,1125344951.0,avy,0.747,53.94,-9.420654911838792,1212.28,-4.321128939330561,-5.099525972508231
995,995,2006-05,1148045453.0,avy,0.701,59.55,0.0,1267.03,0.0,0.0
1001,1001,2007-02,1171413205.0,avy,0.575,67.7,13.685978169605384,1455.3,14.859158820233144,-1.1731806506277582
1002,1002,2008-01,1201107204.0,avy,1.227,45.91,-22.90512174643157,1338.6,5.648642889276492,-28.553764635708067
999,999,2008-04,1209312430.0,avy,1.087,49.24,-17.313182199832067,1388.8199,9.61223491156484,-26.925417111396907
1003,1003,2011-04,1304049347.0,avy,81.25,42.5,-28.631402183039466,1363.61,7.622550373708588,-36.25395255674805
1006,1006,2013-04,1366851780.0,avy,77.32,42.25,-29.051217464315695,1585.16,25.108324191218845,-54.15954165553453
1016,1016,2003-12,1072618652.0,axp,2.305,47.83,-17.944758963801686,1095.89,-20.891503645419753,2.946744681618071
1020,1020,2004-06,1087697396.0,axp,2.517,51.96,-10.859495625321665,1132.05,-18.281238720854688,7.421743095533023
1032,1032,2004-07,1090718121.0,axp,2.517,48.11,-17.464402127294562,1096.84,-20.82292644192594,3.358524314631378
1009,1009,2004-08,1091559178.0,axp,2.661,49.91,-14.37639389260594,1099.6899,-20.617202050097447,6.240808157491504
1034,1034,2004-12,1102667094.0,axp,2.597,55.3,-5.129524789843886,1188.0,-14.24240236771818,9.112877577874293
1039,1039,2005-01,1104823885.0,axp,2.597,55.91,-4.083033110310522,1188.05,-14.238793041218507,10.155759930907989
1023,1023,2005-03,1111912901.0,axp,2.949,50.28,-13.741636644364384,1171.42,-15.439255035010461,1.6976183906460776
1033,1033,2005-04,1112684859.0,axp,2.949,51.3,-11.991765311374163,1181.39,-14.71955533097523,2.7277900196010627
1036,1036,2005-10,1129183883.0,axp,2.521,48.21,-17.292846114256307,1176.84,-15.048004042445687,-2.2448420718106203
1011,1011,2005-12,1135280569.0,axp,4.456,52.3,-10.276205180991598,1268.12,-8.458817584638712,-1.8173875963528852
1018,1018,2005-12,1134532197.0,axp,4.456,50.77,-12.90101218047692,1272.74,-8.125315816068717,-4.775696364408203
1035,1035,2005-12,1134498308.0,axp,4.456,50.77,-12.90101218047692,1267.4301,-8.508619071681219,-4.3923931087957016
1021,1021,2006-06,1150549654.0,axp,4.348,52.92,-9.212557900154396,1230.04,-11.207680646791305,1.9951227466369128
1040,1040,2006-11,1164689936.0,axp,5.079,58.82,0.909246869102764,1386.72,0.10250487259077982,0.8067419965119843
1025,1025,2007-01,1168543744.0,axp,5.079,59.45,1.9900497512437876,1423.8199,2.780617916696745,-0.7905681654529577
1014,1014,2007-03,1173873468.0,axp,5.5089999999999995,54.55,-6.416194887630816,1387.17,0.13498881108785954,-6.551183698718676
1019,1019,2007-04,1175736625.0,axp,5.5089999999999995,56.31,-3.3968090581574826,1443.76,4.220024543420201,-7.6168336015776825
1024,1024,2007-06,1181302707.0,axp,5.599,62.26,6.8107737176188,1507.67,8.833465675304996,-2.0226919576861957
1028,1028,2007-10,1193162914.0,axp,6.175,58.66,0.6347572482415464,1519.59,9.693929112827544,-9.059171864585995
1031,1031,2008-01,1201090357.0,axp,6.377999999999999,43.16,-25.95642477268829,1338.6,-3.3711109506966035,-22.585313821991683
1042,1042,2008-10,1225200590.0,axp,5.537999999999999,23.49,-59.701492537313435,940.51,-32.107846675810286,-27.59364586150313
1017,1017,2008-12,1229618482.0,axp,5.727,18.9,-67.57591353576943,885.28,-36.09470872735147,-31.48120480841796
1027,1027,2009-02,1233493203.0,axp,5.75,16.73,-71.2986790186996,845.14,-38.99227604129069,-32.30640297740891
1037,1037,2009-03,1238233437.0,axp,0.0,14.45,-75.21015611597187,813.88,-41.24882696888761,-33.961329147084264
1030,1030,2011-04,1304173895.0,axp,376.47,49.08,-15.800308800823471,1355.66,-2.139608749007426,-13.660700051816043
1013,1013,2011-09,1314997450.0,axp,358.7,48.51,-16.778178075141536,1218.89,-12.01256045621886,-4.765617618922676
1015,1015,2011-11,1320407774.0,axp,366.67,50.79,-12.866700977869275,1253.23,-9.533675016241963,-3.3330259616273104
1022,1022,2011-11,1320253671.0,axp,366.67,50.32,-13.67301423914908,1237.9,-10.640294521042364,-3.0327197181067174
1038,1038,2012-01,1325518139.0,axp,362.64,47.17,-19.07702864985417,1257.6,-9.218219880170363,-9.858808769683806
1008,1008,2012-03,1331125729.0,axp,351.63,51.97,-10.842340024017842,1352.63,-2.3583339348877392,-8.484006089130103
1029,1029,2012-03,1331070010.0,axp,351.63,51.74,-11.236918854005827,1352.63,-2.3583339348877392,-8.87858491911809
1041,1041,2012-03,1330815478.0,axp,351.63,52.99,-9.092468691027618,1374.09,-0.8092110012271737,-8.283257689800443
1007,1007,2012-07,1343672831.0,axp,315.79,58.29,0.0,1385.3,0.0,0.0
1010,1010,2012-08,1344226458.0,axp,315.79,57.61,-1.166580888660147,1394.23,0.6446257128419883,-1.8112066015021355
1012,1012,2013-02,1360119686.0,axp,326.32,60.66,4.065877509006686,1512.12,9.154695733776073,-5.088818224769387
1026,1026,2013-04,1366854650.0,axp,310.53,67.42,15.663063990392866,1585.16,14.427199884501562,1.2358641058913058
1053,1053,2003-10,1065199035.0,azo,2.36,93.07,20.870129870129865,1029.85,-8.199921557441348,29.07005142757121
1056,1056,2004-09,1095963775.0,azo,10.905999999999999,74.73,-2.948051948051943,1108.36,-1.2015973757398577,-1.7464545723120857
1043,1043,2004-10,1097548510.0,azo,10.905999999999999,77.0,0.0,1121.84,0.0,0.0
1054,1054,2005-05,1115814472.0,azo,4.942,84.37,9.571428571428578,1171.11,4.39189189189189,5.179536679536688
1050,1050,2006-06,1150554729.0,azo,3.21,92.54,20.18181818181819,1230.04,9.644869143549887,10.536949038268302
1049,1049,2007-01,1168944197.0,azo,3.469,124.61,61.831168831168824,1431.9,27.63852242744065,34.192646403728176
1048,1048,2007-02,1171982026.0,azo,3.469,127.72,65.87012987012987,1459.6801,30.114820295229283,35.75530957490059
1052,1052,2007-12,1197624484.0,azo,12.634,120.58,56.59740259740259,1467.95,30.85199315410399,25.745409443298605
1057,1057,2008-01,1201115898.0,azo,12.634,114.58,48.805194805194795,1338.6,19.3218284247308,29.483366380464002
1047,1047,2008-12,1229011454.0,azo,10.075,125.95,63.57142857142858,873.59,-22.128824074734357,85.70025264616294
1051,1051,2008-12,1229280299.0,azo,37.805,129.6,68.3116883116883,873.59,-22.128824074734357,90.44051238642264
1058,1058,2011-09,1317054260.0,azo,0.0,327.12,324.83116883116884,1162.95,3.664515438921783,321.16665339224704
1045,1045,2012-07,1343022204.0,azo,0.0,377.98,390.88311688311694,1350.52,20.384368537402846,370.4987483457141
1046,1046,2012-09,1348398651.0,azo,0.0,371.8,382.8571428571429,1460.26,30.1665121585966,352.6906306985463
1055,1055,2012-10,1349964216.0,azo,0.0,376.12,388.4675324675325,1432.84,27.722313342366125,360.7452191251664
1044,1044,2013-05,1368854241.0,azo,0.0,411.29,434.1428571428572,1658.78,47.8624402766883,386.2804168661689
1078,1078,2003-12,1071517869.0,ba,2.023,39.2,-8.024401689347709,1068.04,-6.3615640890759195,-1.6628376002717902
1059,1059,2004-04,1082732854.0,ba,1.775,42.62,0.0,1140.6,0.0,0.0
1064,1064,2004-06,1087902811.0,ba,1.5830000000000002,49.58,16.330361332707653,1134.41,-0.5426968262317927,16.873058158939447
1075,1075,2004-08,1092102462.0,ba,1.526,48.76,14.406381980290945,1079.04,-5.397159389794839,19.803541370085785
1093,1093,2004-10,1097655263.0,ba,1.526,50.4,18.254340685124358,1113.65,-2.362791513238631,20.617132198362988
1068,1068,2004-12,1102673617.0,ba,1.296,52.78,23.83857343969968,1188.0,4.155707522356663,19.682865917343012
1074,1074,2005-01,1106334869.0,ba,1.296,50.07,17.48005631159081,1167.87,2.3908469226722757,15.089209388918535
1091,1091,2005-02,1108891441.0,ba,1.081,52.78,23.83857343969968,1200.75,5.273540241977916,18.565033197721764
1094,1094,2005-02,1108532580.0,ba,1.081,54.43,27.709995307367443,1210.34,6.114325793442049,21.595669513925394
1071,1071,2005-04,1112576807.0,ba,1.081,58.78,37.916471140309724,1176.12,3.1141504471330865,34.80232069317664
1087,1087,2005-09,1126137598.0,ba,0.991,64.5,51.33740028155797,1231.67,7.984394178502558,43.353006103055414
1077,1077,2005-12,1134586896.0,ba,1.153,71.45,67.64429845143127,1272.74,11.585130633000185,56.05916781843109
1092,1092,2007-01,1168540498.0,ba,0.919,88.84,108.44673862036603,1423.8199,24.83078204453797,83.61595657582808
1067,1067,2007-03,1173632863.0,ba,2.013,89.51,110.01877053026749,1401.89,22.908118534104883,87.11065199616263
1072,1072,2007-04,1175911457.0,ba,2.013,90.5,112.34162365086814,1439.37,26.19410836401893,86.14751528684921
1073,1073,2007-06,1181755531.0,ba,1.5590000000000002,98.47,131.04176442984516,1515.67,32.883570050850444,98.15819437899471
1081,1081,2007-06,1181860439.0,ba,1.5590000000000002,98.97,132.21492257156262,1532.91,34.39505523408734,97.81986733747532
1088,1088,2007-06,1181961096.0,ba,1.5590000000000002,98.15,130.29094321914596,1515.67,32.883570050850444,97.40737316829552
1080,1080,2007-07,1184657017.0,ba,1.5590000000000002,102.07,139.48850305021116,1549.37,35.838155356829745,103.65034769338145
1086,1086,2007-10,1193354730.0,ba,1.4780000000000002,96.0,125.24636320976069,1535.28,34.602840610205156,90.64352259955551
1090,1090,2008-01,1201089195.0,ba,1.339,76.02,78.36696386672924,1338.6,17.35928458705944,61.00767927966979
1076,1076,2008-10,1225147563.0,ba,0.873,42.36,-0.6100422336930972,940.51,-17.542521479922847,16.93247924622975
1065,1065,2008-12,1229695952.0,ba,0.873,41.16,-3.425621773815112,887.88,-22.15675960021041,18.731137826395297
1069,1069,2008-12,1229553762.0,ba,0.873,41.02,-3.7541060534959976,885.28,-22.384709801858673,18.630603748362674
1061,1061,2011-04,1303859575.0,ba,434.0,75.55,77.26419521351478,1355.66,18.854988602489925,58.40920661102485
1089,1089,2011-09,1317078083.0,ba,241.05,62.01,45.49507273580479,1175.38,3.0492723128178327,42.44580042298696
1070,1070,2011-11,1320690548.0,ba,204.26,66.29,55.53730642890664,1261.12,10.566368577941434,44.970937850965214
1060,1060,2011-12,1324825146.0,ba,204.26,73.97,73.55701548568749,1254.0,9.942135718043145,63.61487976764435
1062,1062,2012-01,1326010826.0,ba,204.26,73.98,73.58047864852185,1281.0601,12.314580045590045,61.26589860293181
1063,1063,2012-02,1330061061.0,ba,342.88,75.85,77.96809009854529,1365.74,19.73873399964932,58.22935609889597
1066,1066,2012-04,1335510088.0,ba,342.88,76.99,80.6428906616612,1403.36,23.0369980711906,57.6058925904706
1082,1082,2012-06,1340851862.0,ba,227.03,71.87,68.62975129047398,1329.04,16.521129230229707,52.10862206024427
1085,1085,2012-07,1342162804.0,ba,227.03,71.71,68.25434068512435,1356.78,18.953182535507636,49.30115814961671
1079,1079,2012-09,1348309039.0,ba,190.11,69.97,64.17175035194745,1461.05,28.09486235314747,36.076887998799975
1084,1084,2013-02,1360122590.0,ba,174.44,75.89,78.06194274988269,1512.12,32.57233035244608,45.48961239743661
1083,1083,2013-04,1366924815.0,ba,174.44,91.67,115.08681370248712,1582.24,38.719971944590576,76.36684175789655
1140,1140,2003-10,1067171231.0,bac,0.0,81.86,168.39344262295083,1033.77,-26.372280189451946,194.7657228124028
1098,1098,2003-12,1070791367.0,bac,0.0,75.11,146.26229508196718,1069.72,-23.811830063031934,170.07412514499916
1135,1135,2004-09,1095619166.0,bac,0.0,44.66,46.426229508196705,1123.5,-19.9814821409494,66.40771164914611
1136,1136,2004-10,1097698551.0,bac,0.0,45.01,47.57377049180327,1103.29,-21.420889569459774,68.99466006126305
1138,1138,2005-02,1107731120.0,bac,0.0,46.89,53.73770491803279,1201.72,-14.410455468110106,68.14816038614289
1113,1113,2005-03,1111372230.0,bac,0.0,44.94,47.34426229508196,1183.78,-15.688187742601759,63.03245003768372
1131,1131,2006-02,1140759281.0,bac,0.0,45.37,48.754098360655725,1289.4301,-8.163519817670304,56.91761817832604
1099,1099,2006-04,1144371900.0,bac,0.0,46.2,51.47540983606558,1295.5,-7.731206153627005,59.206615989692594
1110,1110,2006-06,1150560551.0,bac,0.0,47.42,55.47540983606558,1230.04,-12.393433282290516,67.86884311835611
1127,1127,2006-12,1165429584.0,bac,0.0,52.69,72.75409836065573,1412.9,0.6303194330686326,72.1237789275871
1101,1101,2007-02,1172121143.0,bac,0.0,53.91,76.75409836065573,1456.38,3.727075246608038,73.0270231140477
1105,1105,2007-02,1172594971.0,bac,0.0,51.43,68.62295081967214,1399.04,-0.35682489939816897,68.9797757190703
1124,1124,2007-05,1180322868.0,bac,0.0,51.2,67.86885245901641,1515.73,7.954132687582357,59.91471977143405
1139,1139,2007-05,1178073641.0,bac,0.0,50.93,66.98360655737704,1495.92,6.543214272995983,60.44039228438106
1097,1097,2007-06,1183177638.0,bac,0.0,48.89,60.295081967213115,1506.34,7.285353085716318,53.0097288814968
1141,1141,2007-06,1183114555.0,bac,0.0,49.05,60.81967213114753,1503.35,7.072397706634376,53.74727442451315
1103,1103,2007-10,1193174160.0,bac,0.0,47.78,56.65573770491804,1515.88,7.9648160678038655,48.69092163711417
1112,1112,2008-01,1201055041.0,bac,0.0,37.39,22.590163934426233,1338.6,-4.661514903315413,27.251678837741647
1095,1095,2008-06,1212885170.0,bac,0.0,30.5,0.0,1404.05,0.0,0.0
1122,1122,2008-07,1214982576.0,bac,0.0,23.81,-21.9344262295082,1261.52,-10.151347886471278,-11.783078343036927
1130,1130,2008-07,1216235533.0,bac,0.0,22.67,-25.672131147540973,1245.36,-11.302304049001107,-14.369827098539867
1132,1132,2008-07,1215353920.0,bac,0.0,22.4,-26.557377049180328,1262.9,-10.053060788433452,-16.504316260746883
1134,1134,2008-07,1215639915.0,bac,0.0,22.06,-27.672131147540988,1253.39,-10.730387094476683,-16.941744053064312
1137,1137,2008-07,1215463103.0,bac,0.0,21.53,-29.409836065573767,1273.7,-9.283857412485306,-20.12597865308847
1096,1096,2008-10,1225137624.0,bac,0.0,20.53,-32.68852459016393,940.51,-33.014493785833835,0.3259691956699058
1102,1102,2008-12,1229787117.0,bac,0.0,13.8,-54.754098360655725,904.42,-35.584915067127234,-19.169183293528498
1114,1114,2008-12,1228416780.0,bac,0.0,14.34,-52.983606557377044,845.22,-39.80128912788005,-13.182317429496994
1120,1120,2008-12,1229482130.0,bac,0.0,15.1,-50.491803278688536,904.42,-35.584915067127234,-14.906888211561297
1133,1133,2009-01,1231314790.0,bac,0.0,14.28,-53.18032786885245,906.65,-35.42608881450091,-17.754239054351547
1115,1115,2009-02,1233662862.0,bac,0.0,5.515,-81.91803278688525,838.51,-40.27919233645525,-41.63884045043
1116,1116,2009-03,1236456373.0,bac,0.0,3.14,-89.70491803278688,682.55,-51.387058865425026,-38.31785916736186
1117,1117,2011-09,1314925437.0,bac,0.0,7.91,-74.0655737704918,1173.97,-16.38688080908799,-57.67869296140381
1125,1125,2011-09,1316968229.0,bac,0.0,6.31,-79.31147540983608,1129.5601,-19.549866457747235,-59.76160895208884
1109,1109,2011-10,1318068812.0,bac,0.0,5.9,-80.65573770491805,1144.03,-18.519283501299807,-62.13645420361823
1108,1108,2011-11,1320155815.0,bac,0.0,6.51,-78.65573770491805,1218.28,-13.231010291656279,-65.42472741326176
1111,1111,2011-11,1320399702.0,bac,0.0,6.91,-77.34426229508195,1253.23,-10.741782700046288,-66.60247959503566
1107,1107,2011-12,1325121739.0,bac,0.0,5.29,-82.65573770491801,1263.02,-10.044514084256258,-72.61122362066176
1106,1106,2012-01,1325394672.0,bac,0.0,5.56,-81.77049180327869,1263.02,-10.044514084256258,-71.72597771902242
1100,1100,2012-03,1331331195.0,bac,0.0,8.05,-73.60655737704917,1352.63,-3.6622627399309033,-69.94429463711825
1126,1126,2012-03,1330629551.0,bac,0.0,8.12,-73.37704918032787,1374.09,-2.1338271429080193,-71.24322203741987
1121,1121,2012-05,1335859012.0,bac,0.0,8.11,-73.40983606557377,1405.8199,0.12605676436024407,-73.53589282993401
1123,1123,2012-07,1341105554.0,bac,0.0,8.18,-73.18032786885246,1329.04,-5.342402336099142,-67.83792553275333
1128,1128,2012-07,1342222587.0,bac,0.0,7.82,-74.36065573770493,1341.45,-4.458530679106863,-69.90212505859806
1119,1119,2012-08,1346357244.0,bac,0.0,7.91,-74.0655737704918,1406.58,0.1801930130693332,-74.24576678356112
1129,1129,2012-11,1352694282.0,bac,0.0,9.43,-69.08196721311478,1380.03,-1.7107652861365323,-67.37120192697823
1118,1118,2013-01,1358858361.0,bac,0.0,11.29,-62.983606557377044,1492.5601,6.303913678287808,-69.28752023566486
