,Date,Unix,Ticker,DE Ratio,Price,price_p_value,SP500,sp500_p_value,Difference
230,2012-11,1352036080.0,adp,0.26,57.37,25.536105032822743,1427.59,30.102617381160684,-4.566512348337941
231,2013-02,1360160111.0,adp,7.29,60.33,32.01312910284463,1512.12,37.80621172353455,-5.793082620689923
232,2013-04,1366676016.0,adp,0.46,65.5,43.326039387308526,1578.78,43.88123359580053,-0.5551942084920043
233,2013-04,1366972642.0,adp,0.46,66.59,45.71115973741794,1582.24,44.1965587634879,1.5146009739300368
234,2003-10,1065185320.0,adsk,0.0,18.44,0.0,1029.85,0.0,0.0
235,2004-06,1087702581.0,adsk,0.0,39.4,113.66594360086766,1132.05,9.923775307083561,103.7421682937841
236,2004-08,1091561961.0,adsk,0.0,39.96,116.70281995661604,1099.6899,6.781560421420613,109.92125953519543
237,2005-02,1109329844.0,adsk,0.0,29.83,61.767895878524925,1211.37,17.62586784483177,44.14202803369315
238,2005-04,1113887288.0,adsk,0.0,31.69,71.85466377440348,1152.78,11.93668980919552,59.917973965207956
239,2013-02,1360140617.0,adsk,5.45,39.06,111.82212581344902,1512.12,46.829149876195565,64.99297593725345
240,2013-05,1368485246.0,adsk,36.49,38.9,110.95444685466376,1650.34,60.250521920668064,50.703924933995694
241,2013-04,1366677872.0,adt,48.01,43.84,0.0,1578.78,0.0,0.0
242,2013-05,1368090342.0,adt,69.94,44.47,1.4370437956204276,1626.67,3.0333548689494485,-1.596311073329021
243,2004-09,1096032830.0,aee,0.804,46.07,0.0,1110.11,0.0,0.0
244,2004-11,1099395015.0,aee,0.804,48.01,4.210983286303446,1130.5601,1.8421687940834712,2.3688144922199754
245,2005-03,1110045316.0,aee,0.974,51.83,12.502713262426738,1210.08,9.005413877903996,3.4972993845227425
246,2005-12,1134700981.0,aee,0.863,52.32,13.566312133709571,1267.3199,14.161650647233165,-0.5953385135235933
247,2006-01,1136878169.0,aee,0.863,51.66,12.133709572389833,1289.6899,16.17676626640605,-4.043056694016219
248,2007-02,1171937532.0,aee,0.965,53.51,16.14933796396787,1459.6801,31.489681202763702,-15.340343238795832
249,2007-12,1197666550.0,aee,1.02,53.77,16.7136965487302,1486.59,33.913756294421276,-17.200059745691075
